ID,Label
0,0.7070926410615376
1,0.851644957088076
2,0.5238876377137988
3,0.10157800231298314
4,0.362458153265567
5,0.43831182664800045
6,0.7532168726033234
7,0.28240611114492664
8,0.46896265749589144
9,0.798189177673626
10,0.5279673138961593
11,0.8835367338243351
12,0.9475744111023191
13,0.3141883255219429
14,0.48612818796031404
15,0.7481998295696634
16,0.8101056059407146
17,0.09130957453283828
18,0.0017043033659991478
19,0.7604069024286323
20,0.759843873638079
21,0.7392750623896768
22,0.534043459735833
23,0.4948688295087954
24,0.06438158135005174
25,0.9334210846673565
26,0.1260712764014852
27,0.3630980278775336
28,0.032911315356990684
29,0.008055876803213829
30,0.5216157404589445
31,0.8005462900967801
32,0.47138444214498754
33,0.7533477387546412
34,0.8973202872968531
35,0.18120853369042547
36,0.8702477326678435
37,0.8025990626331487
38,0.10591636739911132
39,0.6676699738267696
40,0.780860064520056
41,0.19343691034146934
42,0.9041336965122648
43,0.18510256254184673
44,0.6462627061902733
45,0.8525184125631505
46,0.6767103901637348
47,0.774662182725668
48,0.4786003408606732
49,0.39044829265323516
50,0.1878355347251811
51,0.05941323269827743
52,0.9987902489500273
53,0.586341225881064
54,0.3818324304583358
55,0.159506056363747
56,0.43971939862438375
57,0.5672073771988556
58,0.686258293261915
59,0.27330026173230265
60,0.8113092701929516
61,0.9848971331182664
62,0.7675147604845091
63,0.9404985087345548
64,0.22136922515064825
65,0.9249178282305679
66,0.48690425467161724
67,0.9376392354982044
68,0.10206494613184003
69,0.523904376407572
70,0.05343447562237506
71,0.1343257349808266
72,0.16264608314565707
73,0.4240702416458701
74,0.5397840708503256
75,0.20755980278775335
76,0.38451518656035055
77,0.121859212368373
78,0.2494476231054842
79,0.16495830543551038
80,0.6182801752997747
81,0.6388155091606307
82,0.6049333495647939
83,0.1652428632296549
84,0.8387744232759146
85,0.782757623714164
86,0.8458609775397163
87,0.30279840525899326
88,0.03789640270253819
89,0.06454288149004808
90,0.39006634609531926
91,0.6585534725181081
