ID,Label
0,9.601275940052771e-06
1,0.006602059589353383
2,0.99995894158714
3,6.062368183078477e-08
4,0.9914080401400912
5,0.0003977984280531893
6,0.9999839016586555
7,1.9351216162007586e-05
8,0.47432235625482677
9,0.9999249763838887
10,0.0003759380762192093
11,0.9993796407629237
12,0.9999827134584683
13,5.5898930203435315e-05
14,1.0123836555928367e-05
15,0.999989387029486
16,0.9999959038326819
17,3.8818194849612096e-07
18,3.1049430857967232e-09
19,0.9999048023329855
20,0.0015956006088280886
21,0.9990269292022904
22,0.9997484785460118
23,0.9992573370926556
24,1.2530276501971013e-07
25,0.999948912656671
26,1.3965882181097955e-07
27,0.003435200537669971
28,1.4883134809037357e-08
29,1.4772032805036946e-08
30,0.055110296439902
31,0.9998911941317705
32,5.1103609339130126e-05
33,0.0020838675287637555
34,0.9999880657323813
35,1.6047915649121673e-05
36,0.8072870271758492
37,0.9975499358484952
38,6.9749298450238936e-09
39,0.000645249066616634
40,0.9996108275253178
41,5.8886059470509264e-08
42,0.9999512311372675
43,4.028985195013459e-06
44,0.0014688389748890112
45,0.0029922498740423136
46,3.026634439136398e-05
47,0.9998767671755373
48,0.9642984658357059
49,0.00042813787700542367
50,8.233653535396924e-08
51,4.088450926615932e-07
52,0.9999983025823727
53,0.5186710954876385
54,5.480457426924326e-05
55,6.075924410876177e-07
56,0.037851072214069525
57,0.9977769500514669
58,0.0013103945261295647
59,2.6399205907584392e-05
60,0.17784506532042038
61,0.999988900301909
62,0.9927084069369493
63,0.9999092137380909
64,6.091246343708602e-07
65,0.9999695584313398
66,0.0003752873270854385
67,0.9999033711997688
68,6.231969867309922e-07
69,0.9998332430724816
70,1.6439441572421135e-07
71,2.8732672314616404e-09
72,4.897440973593101e-08
73,0.0002151725833593481
74,0.0007990053503713145
75,6.667763695663581e-09
76,0.00018636955380197537
77,8.256009793989162e-09
78,2.4922493548982438e-05
79,7.153236324488083e-08
80,0.9999933500821883
81,0.0029512952225160135
82,0.9999186694743047
83,2.721697849516242e-07
84,0.03247108471217156
85,0.999961498090982
86,0.9999827246038285
87,2.2460268471852625e-06
88,2.9776443013863663e-08
89,5.4608820211726346e-08
90,0.0015256463236141722
91,2.5768683560110785e-05
92,0.007343365491668757
93,1.3233584708421885e-05
94,0.9999861286462047
95,1.211586962062998e-07
96,4.155351154921299e-07
97,0.9997401144817625
98,1.4586720807292793e-07
99,0.9999813672043952
100,8.684108245733779e-07
101,0.9983264025037561
102,0.0002516761576336235
103,0.08457087227088948
104,1.3214407804500842e-05
105,2.9920770492479826e-06
106,2.4604555792123796e-08
107,2.426203978209123e-07
108,3.4753854123320945e-07
109,1.0659977345885599e-06
110,0.9999739907624051
